"canonicalname","guild","citationSource","simplified_disease_1","simplified_disease_2","accepted_name","kingdom","names_to_use"
"Glomerella_glycines","Plant_Pathogen","The_American_Phytopathological_Society_Common_Names_of_Plant_Diseases_((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))",NA,NA,"Colletotrichum glycines","Fungi","Colletotrichum_glycines"
"Colletotrichum_godetiae","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","fruit_anthracnose_fruit_rot_tip_necrosis","anthracnose_rot_tip_necrosis","Colletotrichum godetiae","Fungi","Colletotrichum_godetiae"
"Colletotrichum_gossypii Glomerella_gossypii","Plant_Pathogen","The_American_Phytopathological_Society_Common_Names_of_Plant_Diseases_((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)) AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm AND The_American_Phytopathological_Society_Common_Names_of_Plant_Diseases_((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))","anthracnose_boll_rot__seedling_blight NA","anthracnose_blight__rot NA","Colletotrichum gossypii","Fungi","Colletotrichum_gossypii"
"Colletotrichopsis_graminicola Colletotrichum_graminicola Dicladium_graminicola Glomerella_graminicola Steirochaete_graminicola","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm AND The_American_Phytopathological_Society_Common_Names_of_Plant_Diseases_((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)) AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm AND The_American_Phytopathological_Society_Common_Names_of_Plant_Diseases_((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)) AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","leaf_spot__stalk_rot leaf_spot_stalk_rot NA","leaf_spot__rot leaf_spot_rot NA","Colletotrichum graminicola","Fungi","Colletotrichum_graminicola"
"Colletotrichum_grevilleae","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","root_rot","rot","Colletotrichum grevilleae","Fungi","Colletotrichum_grevilleae"
"Colletotrichum_grossum","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose","anthracnose","Colletotrichum grossum","Fungi","Colletotrichum_grossum"
"Colletotrichum_guajavae","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose","anthracnose","Colletotrichum guajavae","Fungi","Colletotrichum_guajavae"
"Colletotrichum_guizhouensis","Endophyte","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","endophyte","endophyte","Colletotrichum guizhouense","Fungi","Colletotrichum_guizhouense"
"Colletotrichum_hanaui","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose","anthracnose","Colletotrichum hanaui","Fungi","Colletotrichum_hanaui"
"Colletotrichum_hebeiense","Saprotroph","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","post_harvest_fruit_rot","rot","Colletotrichum hebeiense","Fungi","Colletotrichum_hebeiense"
"Colletotrichum_helicis","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose","anthracnose","Colletotrichum helicis","Fungi","Colletotrichum_helicis"
"Colletotrichum_helleniense","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","lesion_withering","lesion_withering","Colletotrichum helleniense","Fungi","Colletotrichum_helleniense"
"Colletotrichum_hemerocallidis","Plant_Pathogen Saprotroph","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","leaf_spot_saprobe","leaf_spot","Colletotrichum hemerocallidis","Fungi","Colletotrichum_hemerocallidis"
"Colletotrichum_henanense","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose","anthracnose","Colletotrichum henanense","Fungi","Colletotrichum_henanense"
"Colletotrichum_higginsianum","Plant_Pathogen","The_American_Phytopathological_Society_Common_Names_of_Plant_Diseases_((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)) AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose_leaf_spot","anthracnose_leaf_spot","Colletotrichum higginsianum","Fungi","Colletotrichum_higginsianum"
"Colletotrichum_hippeastri","Endophyte","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","endophyte","endophyte","Colletotrichum hippeastri","Fungi","Colletotrichum_hippeastri"
"Colletotrichum_horii","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose_fruit_spot_twig_canker_twig_dieback","anthracnose_canker_dieback_fruit_spot","Colletotrichum horii","Fungi","Colletotrichum_horii"
"Colletotrichum_hymenocallidicola","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","discoloration_leaf_spot_yellowing","discoloration_leaf_spot_yellowing","Colletotrichum hymenocallidicola","Fungi","Colletotrichum_hymenocallidicola"
"Colletotrichum_hymenocallidis","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose_fruit_rot_leaf_drop_leaf_spot","anthracnose_leaf_drop_leaf_spot_rot","Colletotrichum hymenocallidis","Fungi","Colletotrichum_hymenocallidis"
"Colletotrichum_hysteriiforme","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","blight","blight","Colletotrichum hysteriiforme","Fungi","Colletotrichum_hysteriiforme"
"Colletotrichum_hystricis","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","lesion","lesion","Colletotrichum hystricis","Fungi","Colletotrichum_hystricis"
"Colletotrichum_ignotum","Endophyte Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose_endophyte_fruit_rot","anthracnose_rot","Colletotrichum ignotum","Fungi","Colletotrichum_ignotum"
"Colletotrichum_incanum","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","soybean_anthracnose","anthracnose","Colletotrichum incanum","Fungi","Colletotrichum_incanum"
"Colletotrichum_indicum","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose_blight_dieback_fruit_rot_leaf_rot_stem_rot","anthracnose_blight_dieback_rot","Colletotrichum indicum","Fungi","Colletotrichum_indicum"
"Colletotrichum_indonesiense","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","leaf_spot","leaf_spot","Colletotrichum indonesiense","Fungi","Colletotrichum_indonesiense"
"Colletotrichum_insertae","Saprotroph","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","saprobe","saprobe","Colletotrichum insertae","Fungi","Colletotrichum_insertae"
"Colletotrichum_jacksonii","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","pathogen","pathogen","Colletotrichum jacksonii","Fungi","Colletotrichum_jacksonii"
"Colletotrichum_jasmini-sambac","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose_fruit_rot_leaf_drop_leaf_spot","anthracnose_leaf_drop_leaf_spot_rot","Colletotrichum jasmini-sambac","Fungi","Colletotrichum_jasmini-sambac"
"Colletotrichum_jasminigenum","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","leaf_spot","leaf_spot","Colletotrichum jasminigenum","Fungi","Colletotrichum_jasminigenum"
"Colletotrichum_jiangxiense","Endophyte","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","endophyte","endophyte","Colletotrichum jiangxiense","Fungi","Colletotrichum_jiangxiense"
"Colletotrichum_johnstonii","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","fruit_rot","rot","Colletotrichum johnstonii","Fungi","Colletotrichum_johnstonii"
"Colletotrichum_kahawae","Plant_Pathogen","The_American_Phytopathological_Society_Common_Names_of_Plant_Diseases_((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)) AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","coffee_berry_disease__seedling_anthracnose","anthracnose_coffee_berry_disease","Colletotrichum kahawae","Fungi","Colletotrichum_kahawae"
"Colletotrichum_karsti Colletotrichum_karstii","Endophyte Plant_Pathogen","Christian_N,_et_al._2016._Microbial_Ecology_72:621-632_((http://doi.org/10.1002/ecy.2543)) AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm AND Christian_N,_et_al._2016._Microbial_Ecology_72:621-632_((http://doi.org/10.1002/ecy.2543)) AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose_leaf_spot__shoot_dieback","anthracnose_dieback_leaf_spot","Colletotrichum karsti","Fungi","Colletotrichum_karsti"
"Colletotrichum_kinghornii","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","pathogen","pathogen","Colletotrichum kinghornii","Fungi","Colletotrichum_kinghornii"
"Colletotrichum_laticiphilum","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose_leaf_spot","anthracnose_leaf_spot","Colletotrichum laticiphilum","Fungi","Colletotrichum_laticiphilum"
"Colletotrichum_ledebouriae","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","leaf_spot","leaf_spot","Colletotrichum ledebouriae","Fungi","Colletotrichum_ledebouriae"
"Colletotrichum_lentis","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose","anthracnose","Colletotrichum lentis","Fungi","Colletotrichum_lentis"
"Colletotrichum_liaoningense","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose","anthracnose","Colletotrichum liaoningense","Fungi","Colletotrichum_liaoningense"
"Colletotrichum_liliacearum","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","leaf_spot","leaf_spot","Colletotrichum liliacearum","Fungi","Colletotrichum_liliacearum"
"Colletotrichum_lilii","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","black_scale_rot","rot","Colletotrichum lilii","Fungi","Colletotrichum_lilii"
"Colletotrichum_limetticola","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose_wither_tip","anthracnose_wither_tip","Colletotrichum limetticola","Fungi","Colletotrichum_limetticola"
"Colletotrichum_limonicola","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","lesion_withering","lesion_withering","Colletotrichum limonicola","Fungi","Colletotrichum_limonicola"
"Colletotrichum_lindemuthianum Gloeosporium_lindemuthianum Glomerella_lindemuthiana","Plant_Pathogen","The_American_Phytopathological_Society_Common_Names_of_Plant_Diseases_((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)) AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm AND The_American_Phytopathological_Society_Common_Names_of_Plant_Diseases_((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))","anthracnose_leaf_anthracnose__pod_anthracnose_stem_anthracnose anthracnose_leaf_anthracnose_pod_anthracnose_stem_anthracnose NA","anthracnose NA","Colletotrichum lindemuthianum","Fungi","Colletotrichum_lindemuthianum"
"Colletotrichum_lineola","Endophyte Plant_Pathogen","Christian_N,_et_al._2016._Microbial_Ecology_72:621-632_((http://doi.org/10.1002/ecy.2543)) AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","leaf_spot","leaf_spot","Colletotrichum lineola","Fungi","Colletotrichum_lineola"
"Colletotrichum_linicola","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose","anthracnose","Colletotrichum linicola","Fungi","Colletotrichum_linicola"
"Colletotrichum_liriopes","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","leaf_anthracnose","anthracnose","Colletotrichum liriopes","Fungi","Colletotrichum_liriopes"
"Colletotrichum_lobatum","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose","anthracnose","Colletotrichum lobatum","Fungi","Colletotrichum_lobatum"
"Colletotrichum_lupini Colletotrichum_lupini_var._setosum Gloeosporium_lupini","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose","anthracnose","Colletotrichum lupini","Fungi","Colletotrichum_lupini"
"Colletotrichum_madisonense","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","leaf_spot","leaf_spot","Colletotrichum madisonense","Fungi","Colletotrichum_madisonense"
"Colletotrichum_magnum","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose_leaf_spot","anthracnose_leaf_spot","Colletotrichum magnum","Fungi","Colletotrichum_magnum"
"Colletotrichum_mahoniae","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","bitter_rot_leaf_anthracnose_leaf_spot","anthracnose_leaf_spot_rot","Colletotrichum mahoniae","Fungi","Colletotrichum_mahoniae"
"Colletotrichum_malvarum","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","leaf_spot","leaf_spot","Colletotrichum malvarum","Fungi","Colletotrichum_malvarum"
"Colletotrichum_mangenotii","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose","anthracnose","Colletotrichum mangenotii","Fungi","Colletotrichum_mangenotii"
"Colletotrichum_medicaginis","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","crown_rot","rot","Colletotrichum medicaginis","Fungi","Colletotrichum_medicaginis"
"Colletotrichum_melanocaulon","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose_fruit_rot_leaf_drop_leaf_spot","anthracnose_leaf_drop_leaf_spot_rot","Colletotrichum","Fungi","Colletotrichum_melanocaulon"
"Colletotrichum_melonis","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose","anthracnose","Colletotrichum melonis","Fungi","Colletotrichum_melonis"
"Colletotrichum_menispermi","Saprotroph","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","saprobe","saprobe","Colletotrichum menispermi","Fungi","Colletotrichum_menispermi"
"Colletotrichum_merremiae","Endophyte","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","endophyte","endophyte","Colletotrichum merremiae","Fungi","Colletotrichum_merremiae"
"Colletotrichum_miscanthi","Endophyte","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","endophyte","endophyte","Colletotrichum miscanthi","Fungi","Colletotrichum_miscanthi"
"Colletotrichum_musae Myxosporium_musae","Endophyte Plant_Pathogen","Costa_IPMW,_et_al._2012._Mycotaxon_119:e26_((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf));_The_American_Phytopathological_Society_Common_Names_of_Plant_Diseases_((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)) AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose_fruit_lesion__rot anthracnose_fruit_lesion_rot","anthracnose_fruit_lesion__rot anthracnose_fruit_lesion_rot","Colletotrichum musae","Fungi","Colletotrichum_musae"
"Colletotrichum_musicola","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose","anthracnose","Colletotrichum musicola","Fungi","Colletotrichum_musicola"
"Colletotrichum_navitas","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose","anthracnose","Colletotrichum navitas","Fungi","Colletotrichum_navitas"
"Colletotrichum_neosansevieriae","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","leaf_spot","leaf_spot","Colletotrichum neosansevieriae","Fungi","Colletotrichum_neosansevieriae"
"Colletotrichum_neriicola","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","leaf_spot","leaf_spot","Colletotrichum neriicola","Fungi","Colletotrichum_neriicola"
"Colletotrichum_nicholsonii","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose","anthracnose","Colletotrichum nicholsonii","Fungi","Colletotrichum_nicholsonii"
"Colletotrichum_nigrum","Plant_Pathogen","The_American_Phytopathological_Society_Common_Names_of_Plant_Diseases_((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)) AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose","anthracnose","Colletotrichum nigrum","Fungi","Colletotrichum_nigrum"
"Colletotrichum_novae-zelandiae","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","fruit_rot","rot","Colletotrichum novae-zelandiae","Fungi","Colletotrichum_novae-zelandiae"
"Colletotrichum_nupharicola","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","blight_lesion","blight_lesion","Colletotrichum nupharicola","Fungi","Colletotrichum_nupharicola"
"Colletotrichum_nymphaeae","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","bitter_rot_leaf_anthracnose_leaf_spot","anthracnose_leaf_spot_rot","Colletotrichum nymphaeae","Fungi","Colletotrichum_nymphaeae"
"Colletotrichum_ochracea","Endophyte","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","endophyte","endophyte","Colletotrichum ochraceae","Fungi","Colletotrichum_ochraceae"
"Colletotrichum_ocimi","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","leaf_spot","leaf_spot","Colletotrichum ocimi","Fungi","Colletotrichum_ocimi"
"Colletotrichum_omnivorum","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose_fruit_rot_leaf_spot","anthracnose_leaf_spot_rot","Colletotrichum omnivorum","Fungi","Colletotrichum_omnivorum"
"Colletotrichum_oncidii","Endophyte","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","endophyte","endophyte","Colletotrichum oncidii","Fungi","Colletotrichum_oncidii"
"Colletotrichum_orchidearum","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","discoloration_leaf_spot_yellowing","discoloration_leaf_spot_yellowing","Colletotrichum orchidearum","Fungi","Colletotrichum_orchidearum"
"Colletotrichum_orchidophilum","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","leaf_spot","leaf_spot","Colletotrichum orchidophilum","Fungi","Colletotrichum_orchidophilum"
"Colletotrichum_paludosum","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","leaf_spot","leaf_spot","Colletotrichum paludosum","Fungi","Colletotrichum_paludosum"
"Colletotrichum_panamense","Endophyte","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","endophyte","endophyte","Colletotrichum panamense","Fungi","Colletotrichum_panamense"
"Colletotrichum_pandanicola","Endophyte","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","endophyte","endophyte","Colletotrichum pandanicola","Fungi","Colletotrichum_pandanicola"
"Colletotrichum_paranaense","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","lesion","lesion","Colletotrichum paranaense","Fungi","Colletotrichum_paranaense"
"Colletotrichum_paspali","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose","anthracnose","Colletotrichum paspali","Fungi","Colletotrichum_paspali"
"Colletotrichum_paxtonii","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","leaf_spot","leaf_spot","Colletotrichum paxtonii","Fungi","Colletotrichum_paxtonii"
"Colletotrichum_dracaenae Colletotrichum_petchii","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","leaf_spot","leaf_spot","Colletotrichum petchii","Fungi","Colletotrichum_petchii"
"Colletotrichum_phyllachoroides","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","leaf_spot","leaf_spot","Colletotrichum phyllachoroides","Fungi","Colletotrichum_phyllachoroides"
"Colletotrichum_phyllanthi","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose","anthracnose","Colletotrichum phyllanthi","Fungi","Colletotrichum_phyllanthi"
"Colletotrichum_pisi","Plant_Pathogen","The_American_Phytopathological_Society_Common_Names_of_Plant_Diseases_((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)) AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose_leaf_spot","anthracnose_leaf_spot","Colletotrichum pisi","Fungi","Colletotrichum_pisi"
"Colletotrichum_pisicola","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose","anthracnose","Colletotrichum pisicola","Fungi","Colletotrichum_pisicola"
"Colletotrichum_plurivorum","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose_leaf_spot","anthracnose_leaf_spot","Colletotrichum plurivorum","Fungi","Colletotrichum_plurivorum"
"Colletotrichum_populi","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose_fruit_rot","anthracnose_rot","Colletotrichum populi","Fungi","Colletotrichum_populi"
"Colletotrichum_proteae","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","pathogen","pathogen","Colletotrichum proteae","Fungi","Colletotrichum_proteae"
"Colletotrichum_prunicola","Plant_Pathogen","The_American_Phytopathological_Society_Common_Names_of_Plant_Diseases_((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)) AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","leaf_spot","leaf_spot","Colletotrichum prunicola","Fungi","Colletotrichum_prunicola"
"Colletotrichum_pseudoacutatum","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose_seedling_terminal_crook_disease","anthracnose_seedling_terminal_crook_disease","Colletotrichum pseudoacutatum","Fungi","Colletotrichum_pseudoacutatum"
"Colletotrichum_pseudomajus","Endophyte","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","endophyte","endophyte","Colletotrichum pseudomajus","Fungi","Colletotrichum_pseudomajus"
"Colletotrichum_psidii","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","black_spot_fruit_rot","black_spot_rot","Colletotrichum psidii","Fungi","Colletotrichum_psidii"
"Colletotrichum_pyricola","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","fruit_rot","rot","Colletotrichum pyricola","Fungi","Colletotrichum_pyricola"
"Colletotrichum_pyrolae","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","leaf_spot","leaf_spot","Colletotrichum pyrolae","Fungi","Colletotrichum_pyrolae"
"Colletotrichum_queenslandicum","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","fruit_rot","rot","Colletotrichum queenslandicum","Fungi","Colletotrichum_queenslandicum"
"Colletotrichum_quinquefoliae","Plant_Pathogen Saprotroph","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","saprobe_weak_pathogen","weak_pathogen","Colletotrichum quinquefoliae","Fungi","Colletotrichum_quinquefoliae"
