"canonicalname","guild","citationSource","simplified_disease_1","simplified_disease_2","accepted_name","kingdom","names_to_use"
"Gondwanamyces_ubusi","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","lesion","lesion","Knoxdaviesia ubusi","Fungi","Knoxdaviesia_ubusi"
"Knufia_peltigerae","Lichen_Parasite","Lawrey_JD,_Diederich_P._2016._http://www.lichenicolous.net_(accessed_24_May_2017)_((http://www.lichenicolous.net))",NA,NA,"Knufia peltigerae","Fungi","Knufia_peltigerae"
"Knufia_tsunedae","Saprotroph","Crous_PW,_et_al._2013._Persoonia_31:188-296_((https://doi.org/10.3767/003158513X675925))",NA,NA,"Knufia tsunedae","Fungi","Knufia_tsunedae"
"Kockovaella_barringtoniae","Epiphyte","Fungsin_B,_et_al._2002._International_Journal_of_Systematic_and_Evolutionary_Microbiology_52:281-284_((https://doi.org/10.1099/00207713-52-1-281))",NA,NA,"Kockovaella barringtoniae","Fungi","Kockovaella_barringtoniae"
"Kodamaea_ohmeri","Human_Pathogen","Irinyi_L,_et_al._2015._Medical_Mycology_53:313-337_((https://doi.org/10.1093/mmy/myv008))",NA,NA,"Kodamaea ohmeri","Fungi","Kodamaea_ohmeri"
"Koerberia_biformis","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Koerberia biformis","Fungi","Koerberia_biformis"
"Koerberiella_pruinosa","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Koerberiella pruinosa","Fungi","Koerberiella_pruinosa"
"Koerberiella_wimmeriana","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Koerberiella wimmeriana","Fungi","Koerberiella_wimmeriana"
"Kombocles_bakaiana","Ectomycorrhizal","Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Kombocles bakaiana","Fungi","Kombocles_bakaiana"
"Ascohansfordiellopsis_deightonii Koordersiella_deightonii","Lichen_Parasite","Lawrey_JD,_Diederich_P._2016._http://www.lichenicolous.net_(accessed_24_May_2017)_((http://www.lichenicolous.net)) AND Lawrey_JD,_Diederich_P._2016._http://www.lichenicolous.net_(accessed_24_May_2017)_((http://www.lichenicolous.net))",NA,NA,"Koordersiella deightonii","Fungi","Koordersiella_deightonii"
"Ascohansfordiellopsis_insectivora Koordersiella_insectivora","Lichen_Parasite","Lawrey_JD,_Diederich_P._2016._http://www.lichenicolous.net_(accessed_24_May_2017)_((http://www.lichenicolous.net)) AND Lawrey_JD,_Diederich_P._2016._http://www.lichenicolous.net_(accessed_24_May_2017)_((http://www.lichenicolous.net))",NA,NA,"Koordersiella insectivora","Fungi","Koordersiella_insectivora"
"Koordersiella_javanica","Lichen_Parasite","Lawrey_JD,_Diederich_P._2016._http://www.lichenicolous.net_(accessed_24_May_2017)_((http://www.lichenicolous.net))",NA,NA,"Koordersiella javanica","Fungi","Koordersiella_javanica"
"Hansfordiellopsis_tenuissima","Lichen_Parasite","Lawrey_JD,_Diederich_P._2016._http://www.lichenicolous.net_(accessed_24_May_2017)_((http://www.lichenicolous.net))",NA,NA,"Koordersiella tenuissima","Fungi","Koordersiella_tenuissima"
"Hansfordiellopsis_variegata","Lichen_Parasite","Lawrey_JD,_Diederich_P._2016._http://www.lichenicolous.net_(accessed_24_May_2017)_((http://www.lichenicolous.net))",NA,NA,"Koordersiella variegata","Fungi","Koordersiella_variegata"
"Kordyana_brasiliensis","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","lesion","lesion","Kordyana brasiliensis","Fungi","Kordyana_brasiliensis"
"Kordyana_tradescantiae","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","spot","spot","Kordyana tradescantiae","Fungi","Kordyana_tradescantiae"
"Korunomyces_prostratus","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","leaf_blight","blight","Korunomyces prostratus","Fungi","Korunomyces_prostratus"
"Discosphaera_deusta Hypoxylon_deustum Hypoxylon_ustulatum Kretzschmaria_deusta Nemania_deusta Stromatosphaeria_deusta Ustulina_deusta","Endophyte Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm AND Costa_IPMW,_et_al._2012._Mycotaxon_119:e26_((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)) AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm AND The_American_Phytopathological_Society_Common_Names_of_Plant_Diseases_((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)) AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","butt_rot_heartwood_root__root_rot butt_rot_heartwood_root_root_rot","heartwood_root__rot heartwood_root_rot","Kretzschmaria deusta","Fungi","Kretzschmaria_deusta"
"Ustulina_zonata","Plant_Pathogen","The_American_Phytopathological_Society_Common_Names_of_Plant_Diseases_((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))",NA,NA,"Kretzschmaria zonata","Fungi","Kretzschmaria_zonata"
"Kriegeriella_minuta","Saprotroph","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","saprobe","saprobe","Kriegeriella minuta","Fungi","Kriegeriella_minuta"
"Krieglsteinera_lasiosphaeriae","Fungal_Parasite","List_compiled_by_John_Plischke_III_((http://home.comcast.net/~grifola/fungionfungi.pdf))",NA,NA,"Krieglsteinera lasiosphaeriae","Fungi","Krieglsteinera_lasiosphaeriae"
"Krishnamyces_indicus","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","black_mildew","black_mildew","Krishnamyces indicus","Fungi","Krishnamyces_indicus"
"Krogia_antillarum","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Krogia antillarum","Fungi","Krogia_antillarum"
"Krogia_coralloides","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Krogia coralloides","Fungi","Krogia_coralloides"
"Krogia_microphylla","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Krogia microphylla","Fungi","Krogia_microphylla"
"Kroswia_crystallifera","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Kroswia crystallifera","Fungi","Kroswia_crystallifera"
"Kuehneola_arthurii","Biotrophic_plant_pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","rust","rust","Kuehneola arthurii","Fungi","Kuehneola_arthurii"
"Kuehneola_cissi-debilis","Biotrophic_plant_pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","rust","rust","Kuehneola cissi-debilis","Fungi","Kuehneola_cissi-debilis"
"Kuehneola_deightonii","Biotrophic_plant_pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","rust","rust","Kuehneola deightonii","Fungi","Kuehneola_deightonii"
"Kuehneola_japonica","Biotrophic_plant_pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","rust","rust","Kuehneola japonica","Fungi","Kuehneola_japonica"
"Kuehneola_loeseneriana Spirechina_loeseneriana Uredo_loeseneriana Uromyces_loesenerianus","Biotrophic_plant_pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","rust","rust","Kuehneola loeseneriana","Fungi","Kuehneola_loeseneriana"
"Kuehneola_uleana","Biotrophic_plant_pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","rust","rust","Kuehneola uleana","Fungi","Kuehneola_uleana"
"Kuehneola_uredinis Uredo_uredinis","Biotrophic_plant_pathogen","The_American_Phytopathological_Society_Common_Names_of_Plant_Diseases_((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)) AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","rust","rust","Kuehneola uredinis","Fungi","Kuehneola_uredinis"
"Kuehneola_warburgiana","Biotrophic_plant_pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","rust","rust","Kuehneola warburgiana","Fungi","Kuehneola_warburgiana"
"Kuehneromyces_mutabilis","Saprotroph Wood_Saprotroph","http://en.wikipedia.org/wiki/List_of_deadly_fungi_((http://en.wikipedia.org/wiki/List_of_deadly_fungi)) AND Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Kuehneromyces mutabilis","Fungi","Kuehneromyces_mutabilis"
"Kuntzeomyces_ruizianae","Biotrophic_plant_pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","smut","smut","Kuntzeomyces ruizianae","Fungi","Kuntzeomyces_ruizianae"
"Kuntzeomyces_ustilaginoideus","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","smut","smut","Kuntzeomyces ustilaginoideus","Fungi","Kuntzeomyces_ustilaginoideus"
"Kuraishia_capsulata","Human_Pathogen","Irinyi_L,_et_al._2015._Medical_Mycology_53:313-337_((https://doi.org/10.1093/mmy/myv008))",NA,NA,"Kuraishia capsulata","Fungi","Kuraishia_capsulata"
"Candida_fragi","Human_Pathogen","Irinyi_L,_et_al._2015._Medical_Mycology_53:313-337_((https://doi.org/10.1093/mmy/myv008))",NA,NA,"Kurtzmaniella fragi","Fungi","Kurtzmaniella_fragi"
"Kweilingia_divina","Biotrophic_plant_pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","rust","rust","Kweilingia divina","Fungi","Kweilingia_divina"
"Labrocarpon_canariense","Lichen_Parasite","Lawrey_JD,_Diederich_P._2016._http://www.lichenicolous.net_(accessed_24_May_2017)_((http://www.lichenicolous.net))",NA,NA,"Labrocarpon canariense","Fungi","Labrocarpon_canariense"
"Labyrintha_implexa","Lichenized","liaslight.lias.net_A_Database_for_rapid_identification_of_Lichens",NA,NA,"Labyrintha implexa","Fungi","Labyrintha_implexa"
"Laccaria_alba","Ectomycorrhizal","Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Laccaria alba","Fungi","Laccaria_alba"
"Laccaria_amethystina","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi AND Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Laccaria amethystina","Fungi","Laccaria_amethystina"
"Laccaria_angustilamella","Ectomycorrhizal","Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Laccaria angustilamella","Fungi","Laccaria_angustilamella"
"Laccaria_aurantiacus","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_aurantiacus"
"Laccaria_azonites","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_azonites"
"Laccaria_badiosanguineus","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_badiosanguineus"
"Laccaria_bicolor","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi AND Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Laccaria bicolor","Fungi","Laccaria_bicolor"
"Laccaria_blennius","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_blennius"
"Laccaria_camphoratus","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_camphoratus"
"Laccaria_canaliculata","Ectomycorrhizal","Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Laccaria canaliculata","Fungi","Laccaria_canaliculata"
"Laccaria_cf_bicolor_UBC_F","Ectomycorrhizal","Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Laccaria","Fungi","Laccaria_cf_bicolor_UBC_F"
"Laccaria_cf_laccata_C_KH","Ectomycorrhizal","Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Laccaria","Fungi","Laccaria_cf_laccata_C_KH"
"Laccaria_chrysorrheus","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_chrysorrheus"
"Laccaria_deliciosus","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_deliciosus"
"Laccaria_deterrimus","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_deterrimus"
"Laccaria_flexuosus","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_flexuosus"
"Laccaria_fulvissimus","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_fulvissimus"
"Laccaria_galerinoides","Ectomycorrhizal","Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Laccaria galerinoides","Fungi","Laccaria_galerinoides"
"Laccaria_glyciosmus","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_glyciosmus"
"Laccaria_helvus","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_helvus"
"Laccaria_himalayensis","Ectomycorrhizal","Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Laccaria himalayensis","Fungi","Laccaria_himalayensis"
"Laccaria_hysginus","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_hysginus"
"Laccaria_laccata","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi AND Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Laccaria laccata","Fungi","Laccaria_laccata"
"Laccaria_lacrymabunda","Saprotroph","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_lacrymabunda"
"Laccaria_lignyotus","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_lignyotus"
"Laccaria_mammosus","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_mammosus"
"Laccaria_masoniae","Ectomycorrhizal","Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Laccaria masoniae","Fungi","Laccaria_masoniae"
"Laccaria_montana","Ectomycorrhizal","Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Laccaria montana","Fungi","Laccaria_montana"
"Laccaria_necator","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_necator"
"Laccaria_negrimarginata","Ectomycorrhizal","Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Laccaria negrimarginata","Fungi","Laccaria_negrimarginata"
"Laccaria_ochropurpurea","Ectomycorrhizal","Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Laccaria ochropurpurea","Fungi","Laccaria_ochropurpurea"
"Laccaria_omphaliformis","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_omphaliformis"
"Laccaria_pallidus","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_pallidus"
"Laccaria_picinus","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_picinus"
"Laccaria_piperatus","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_piperatus"
"Laccaria_proxima","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi AND Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Laccaria proxima","Fungi","Laccaria_proxima"
"Laccaria_pubescens","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_pubescens"
"Laccaria_pyrogalus","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_pyrogalus"
"Laccaria_quietus","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_quietus"
"Laccaria_roseoalbescens","Ectomycorrhizal","Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Laccaria roseoalbescens","Fungi","Laccaria_roseoalbescens"
"Laccaria_rufus","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_rufus"
"Laccaria_salmonicolor","Ectomycorrhizal","Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Laccaria salmonicolor","Fungi","Laccaria_salmonicolor"
"Laccaria_serifluus","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_serifluus"
"Laccaria_sp","Ectomycorrhizal","Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Laccaria","Fungi","Laccaria_sp"
"Laccaria_sphagneti","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_sphagneti"
"Laccaria_subdulcis","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_subdulcis"
"Laccaria_tabidus","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_tabidus"
"Laccaria_tetraspora","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria tetraspora","Fungi","Laccaria_tetraspora"
"Laccaria_torminosus","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_torminosus"
"Laccaria_tortilis","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria tortilis","Fungi","Laccaria_tortilis"
"Laccaria_turpis","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_turpis"
"Laccaria_uvidus","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_uvidus"
"Laccaria_vellereus","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_vellereus"
"Laccaria_vietus","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_vietus"
"Laccaria_vinaceoavellanea","Ectomycorrhizal","Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Laccaria vinaceoavellanea","Fungi","Laccaria_vinaceoavellanea"
"Laccaria_vulcanica","Ectomycorrhizal","Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Laccaria vulcanica","Fungi","Laccaria_vulcanica"
"Laccaria_zonaroides","Ectomycorrhizal","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi",NA,NA,"Laccaria","Fungi","Laccaria_zonaroides"
"Lachancea_fermentati","Human_Pathogen","Irinyi_L,_et_al._2015._Medical_Mycology_53:313-337_((https://doi.org/10.1093/mmy/myv008))",NA,NA,"Lachancea fermentati","Fungi","Lachancea_fermentati"
"Kluyveromyces_waltii","Saprotroph","James_TY,_et_al._2006._Nature_443:818-822_((https://doi.org/10.1038/nature05110))",NA,NA,"Lachancea waltii","Fungi","Lachancea_waltii"
"Lachnella_villosa","Saprotroph","Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Lachnella villosa","Fungi","Lachnella_villosa"
"Lachnella_ellisiana","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","twig_canker","canker","Lachnellula ellisiana","Fungi","Lachnellula_ellisiana"
